,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
15352,DDD,2014J,446730,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-122.0,262.0,262,142.0,1070.0,3797.0,1.0,92.42857142857143
15353,DDD,2014J,446761,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-29.0,262.0,262,142.0,711.0,1044.0,1.0,76.14285714285714
15354,DDD,2014J,447510,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-154.0,262.0,262,93.0,316.0,560.0,1.0,59.857142857142854
15355,DDD,2014J,447644,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,Pass,-50.0,262.0,262,74.0,440.0,847.0,1.0,81.0
15356,DDD,2014J,464748,F,North Region,HE Qualification,30-40%,0-35,1,60,N,Pass,-43.0,262.0,262,81.0,310.0,704.0,1.0,67.0
15357,DDD,2014J,464968,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-28.0,262.0,262,80.0,317.0,762.0,1.0,80.0
15358,DDD,2014J,465564,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-109.0,262.0,262,122.0,602.0,1558.0,1.0,78.14285714285714
15359,DDD,2014J,465629,F,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Pass,-35.0,262.0,262,63.0,310.0,643.0,0.8571428571428571,72.5
15360,DDD,2014J,466230,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-32.0,262.0,262,87.0,458.0,920.0,1.0,80.0
15361,DDD,2014J,466289,M,Ireland,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-91.0,262.0,262,104.0,497.0,1049.0,1.0,64.71428571428571
15362,DDD,2014J,467893,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-43.0,262.0,262,122.0,768.0,1842.0,1.0,75.71428571428571
15363,DDD,2014J,468386,F,Scotland,HE Qualification,0-10%,0-35,3,150,N,Fail,-134.0,262.0,262,43.0,183.0,544.0,0.42857142857142855,67.66666666666667
15364,DDD,2014J,468720,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-24.0,262.0,262,82.0,338.0,855.0,1.0,81.14285714285714
15365,DDD,2014J,468845,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-39.0,262.0,262,64.0,397.0,874.0,1.0,86.71428571428571
15366,DDD,2014J,469624,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-74.0,262.0,262,94.0,300.0,692.0,1.0,50.857142857142854
15367,DDD,2014J,469633,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-142.0,262.0,262,82.0,324.0,644.0,1.0,83.0
15368,DDD,2014J,470555,M,South West Region,Lower Than A Level,20-30%,0-35,1,90,Y,Fail,-161.0,262.0,262,9.0,43.0,48.0,0.0,0.0
15369,DDD,2014J,470914,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,Pass,-36.0,262.0,262,60.0,231.0,527.0,1.0,46.857142857142854
15370,DDD,2014J,471976,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-30.0,262.0,262,14.0,99.0,167.0,0.14285714285714285,45.0
15371,DDD,2014J,472073,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-109.0,262.0,262,97.0,481.0,836.0,0.8571428571428571,75.83333333333333
15372,DDD,2014J,472616,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,150,N,Distinction,-84.0,262.0,262,93.0,356.0,619.0,1.0,74.85714285714286
15373,DDD,2014J,472949,F,London Region,HE Qualification,20-30%,35-55,2,60,N,Fail,-30.0,262.0,262,38.0,130.0,307.0,0.5714285714285714,96.5
15374,DDD,2014J,473129,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,-38.0,262.0,262,41.0,159.0,303.0,1.0,77.71428571428571
15375,DDD,2014J,474119,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-48.0,124.0,262,23.0,87.0,197.0,0.14285714285714285,55.0
15376,DDD,2014J,474246,M,South East Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,-4.0,262.0,262,26.0,98.0,254.0,0.2857142857142857,72.5
15377,DDD,2014J,475443,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-162.0,12.0,262,3.0,16.0,51.0,0.0,0.0
15378,DDD,2014J,475839,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,-29.0,262.0,262,50.0,150.0,525.0,0.5714285714285714,44.5
15379,DDD,2014J,475908,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-74.0,262.0,262,55.0,350.0,673.0,1.0,59.57142857142857
15380,DDD,2014J,477099,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,-50.0,12.0,262,46.0,239.0,472.0,0.2857142857142857,62.5
15382,DDD,2014J,477556,F,South East Region,A Level or Equivalent,50-60%,0-35,2,60,N,Fail,-136.0,262.0,262,44.0,112.0,290.0,0.8571428571428571,58.666666666666664
15383,DDD,2014J,478326,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,240,Y,Withdrawn,-156.0,12.0,262,23.0,76.0,133.0,0.2857142857142857,70.0
15384,DDD,2014J,478517,M,South West Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail,-30.0,262.0,262,52.0,212.0,537.0,0.5714285714285714,86.75
15385,DDD,2014J,479553,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-136.0,262.0,262,119.0,621.0,1328.0,1.0,70.57142857142857
15386,DDD,2014J,482173,F,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-161.0,262.0,262,42.0,202.0,482.0,0.8571428571428571,92.33333333333333
15387,DDD,2014J,483136,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-58.0,262.0,262,37.0,173.0,330.0,1.0,62.714285714285715
15388,DDD,2014J,483149,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-31.0,262.0,262,83.0,574.0,1162.0,1.0,83.71428571428571
15389,DDD,2014J,483200,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-48.0,262.0,262,141.0,956.0,2214.0,1.0,83.0
15390,DDD,2014J,483343,F,South West Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,-156.0,6.0,262,0.0,0.0,0.0,0.0,0.0
15391,DDD,2014J,484130,F,London Region,A Level or Equivalent,60-70%,0-35,1,180,N,Withdrawn,-15.0,237.0,262,18.0,99.0,371.0,0.2857142857142857,59.5
15392,DDD,2014J,485282,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-86.0,262.0,262,77.0,505.0,1155.0,0.8571428571428571,86.0
15393,DDD,2014J,485421,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-100.0,262.0,262,67.0,240.0,473.0,0.8571428571428571,49.333333333333336
15394,DDD,2014J,485612,F,South Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,-162.0,54.0,262,17.0,62.0,135.0,0.0,0.0
15395,DDD,2014J,486244,F,South Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn,-44.0,14.0,262,12.0,72.0,229.0,0.0,0.0
15396,DDD,2014J,486287,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,-70.0,262.0,262,215.0,1111.0,2771.0,1.0,75.14285714285714
15397,DDD,2014J,486539,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-57.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15398,DDD,2014J,487556,M,East Midlands Region,HE Qualification,90-100%,0-35,1,60,N,Pass,-109.0,262.0,262,70.0,377.0,831.0,1.0,65.28571428571429
15399,DDD,2014J,487607,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-45.0,262.0,262,36.0,230.0,423.0,0.8571428571428571,47.833333333333336
15400,DDD,2014J,488575,M,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,-156.0,183.0,262,40.0,154.0,428.0,0.5714285714285714,83.25
15401,DDD,2014J,490629,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-102.0,262.0,262,175.0,414.0,725.0,1.0,86.85714285714286
15402,DDD,2014J,491688,M,South East Region,Lower Than A Level,30-40%,0-35,2,90,Y,Withdrawn,-81.0,12.0,262,4.0,36.0,73.0,0.0,0.0
15403,DDD,2014J,492480,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-143.0,262.0,262,60.0,162.0,408.0,1.0,64.71428571428571
15404,DDD,2014J,492496,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-86.0,262.0,262,140.0,744.0,1275.0,1.0,85.0
15405,DDD,2014J,493207,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-53.0,262.0,262,86.0,364.0,880.0,1.0,52.57142857142857
15406,DDD,2014J,493650,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-87.0,145.0,262,18.0,74.0,160.0,0.2857142857142857,67.5
15407,DDD,2014J,493826,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn,-60.0,4.0,262,37.0,149.0,365.0,0.0,0.0
15408,DDD,2014J,493876,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,-121.0,262.0,262,50.0,222.0,452.0,0.7142857142857143,44.8
15409,DDD,2014J,495615,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-120.0,262.0,262,116.0,458.0,1295.0,1.0,74.14285714285714
15410,DDD,2014J,495762,M,Wales,HE Qualification,60-70%,0-35,2,60,N,Withdrawn,-25.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15411,DDD,2014J,495881,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-56.0,262.0,262,145.0,854.0,2285.0,0.8571428571428571,79.83333333333333
15412,DDD,2014J,495903,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-156.0,190.0,262,62.0,255.0,571.0,0.5714285714285714,62.5
15413,DDD,2014J,496154,F,South Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn,-116.0,172.0,262,32.0,201.0,415.0,0.5714285714285714,61.5
15414,DDD,2014J,496494,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-77.0,262.0,262,5.0,10.0,27.0,0.0,0.0
15415,DDD,2014J,496916,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-116.0,262.0,262,124.0,627.0,1389.0,1.0,84.71428571428571
15416,DDD,2014J,497989,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,-86.0,12.0,262,11.0,85.0,152.0,0.14285714285714285,40.0
15417,DDD,2014J,498326,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-21.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15418,DDD,2014J,499865,F,Scotland,HE Qualification,80-90%,0-35,1,90,N,Withdrawn,-109.0,151.0,262,107.0,617.0,1929.0,0.5714285714285714,83.5
15419,DDD,2014J,500707,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,2,60,Y,Fail,-162.0,262.0,262,46.0,169.0,452.0,0.42857142857142855,75.0
15420,DDD,2014J,502470,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-23.0,262.0,262,68.0,238.0,460.0,0.8571428571428571,67.5
15421,DDD,2014J,502557,M,South West Region,HE Qualification,20-30%,0-35,1,60,N,Withdrawn,-87.0,103.0,262,43.0,273.0,801.0,0.42857142857142855,67.66666666666667
15422,DDD,2014J,504034,F,Ireland,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,-39.0,47.0,262,1.0,2.0,4.0,0.14285714285714285,62.0
15423,DDD,2014J,504064,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,2,60,Y,Fail,-45.0,262.0,262,66.0,410.0,1077.0,1.0,50.285714285714285
15424,DDD,2014J,504251,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-102.0,262.0,262,65.0,397.0,856.0,0.8571428571428571,79.5
15425,DDD,2014J,504552,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-87.0,262.0,262,36.0,87.0,133.0,0.2857142857142857,60.0
15426,DDD,2014J,504589,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-43.0,262.0,262,32.0,258.0,434.0,1.0,69.57142857142857
15427,DDD,2014J,504749,M,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-30.0,157.0,262,27.0,131.0,281.0,0.5714285714285714,67.5
15428,DDD,2014J,504841,M,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-12.0,9.0,262,3.0,12.0,21.0,0.0,0.0
15429,DDD,2014J,506824,M,South Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-122.0,262.0,262,4.0,8.0,22.0,0.0,0.0
15430,DDD,2014J,508615,M,London Region,HE Qualification,40-50%,0-35,2,60,N,Fail,-80.0,262.0,262,20.0,61.0,93.0,0.5714285714285714,50.0
15431,DDD,2014J,508829,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-38.0,152.0,262,17.0,49.0,123.0,0.5714285714285714,23.75
15433,DDD,2014J,508872,M,North Western Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-17.0,262.0,262,7.0,24.0,43.0,0.0,0.0
15434,DDD,2014J,509933,F,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-50.0,262.0,262,65.0,395.0,781.0,1.0,65.0
15435,DDD,2014J,509998,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-109.0,262.0,262,4.0,10.0,66.0,0.0,0.0
15436,DDD,2014J,510424,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-24.0,262.0,262,34.0,208.0,337.0,1.0,72.85714285714286
15438,DDD,2014J,510532,F,South Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,-29.0,12.0,262,1.0,1.0,1.0,0.0,0.0
15439,DDD,2014J,511345,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-116.0,262.0,262,76.0,373.0,749.0,1.0,81.71428571428571
15440,DDD,2014J,511676,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail,-100.0,262.0,262,55.0,332.0,619.0,1.0,52.714285714285715
15441,DDD,2014J,512046,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-94.0,262.0,262,79.0,295.0,730.0,1.0,69.0
15442,DDD,2014J,513283,F,North Region,Lower Than A Level,10-20,35-55,1,60,N,Withdrawn,-74.0,150.0,262,59.0,298.0,746.0,0.7142857142857143,75.0
15443,DDD,2014J,514277,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Distinction,-162.0,262.0,262,42.0,145.0,296.0,1.0,90.28571428571429
15444,DDD,2014J,514324,M,London Region,Lower Than A Level,40-50%,0-35,1,120,N,Fail,-39.0,262.0,262,13.0,44.0,144.0,0.42857142857142855,71.0
15445,DDD,2014J,515052,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-95.0,262.0,262,45.0,142.0,317.0,1.0,58.285714285714285
15446,DDD,2014J,515645,M,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,-92.0,262.0,262,47.0,153.0,387.0,1.0,60.42857142857143
15447,DDD,2014J,516405,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-155.0,67.0,262,6.0,20.0,30.0,0.14285714285714285,80.0
15448,DDD,2014J,516562,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,75,Y,Fail,-17.0,262.0,262,41.0,255.0,450.0,0.7142857142857143,59.4
15449,DDD,2014J,518244,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-128.0,262.0,262,134.0,687.0,2140.0,1.0,68.71428571428571
15450,DDD,2014J,519116,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-116.0,96.0,262,20.0,101.0,198.0,0.14285714285714285,70.0
15451,DDD,2014J,519941,M,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-39.0,145.0,262,49.0,178.0,540.0,0.5714285714285714,57.0
15452,DDD,2014J,520349,M,South Region,Lower Than A Level,70-80%,0-35,2,60,N,Pass,-80.0,262.0,262,96.0,470.0,1168.0,1.0,55.42857142857143
15453,DDD,2014J,523762,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-28.0,262.0,262,77.0,208.0,417.0,1.0,68.71428571428571
15454,DDD,2014J,523817,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-147.0,58.0,262,3.0,11.0,18.0,0.0,0.0
15455,DDD,2014J,524020,M,East Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-35.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15456,DDD,2014J,524427,F,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-30.0,262.0,262,62.0,308.0,864.0,1.0,80.28571428571429
15457,DDD,2014J,525068,M,South Region,Lower Than A Level,60-70%,0-35,0,60,Y,Distinction,-43.0,262.0,262,68.0,248.0,475.0,1.0,86.42857142857143
15458,DDD,2014J,525870,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-142.0,262.0,262,75.0,360.0,756.0,1.0,64.28571428571429
15459,DDD,2014J,526352,F,Wales,A Level or Equivalent,10-20,0-35,2,90,N,Pass,-42.0,262.0,262,65.0,309.0,906.0,0.8571428571428571,82.0
15460,DDD,2014J,526699,F,South Region,Lower Than A Level,30-40%,0-35,2,90,Y,Withdrawn,-22.0,12.0,262,8.0,56.0,118.0,0.14285714285714285,45.0
15461,DDD,2014J,526912,F,London Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-71.0,235.0,262,107.0,502.0,1255.0,0.7142857142857143,71.2
15462,DDD,2014J,528175,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-95.0,51.0,262,45.0,218.0,598.0,0.14285714285714285,50.0
15463,DDD,2014J,528363,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-161.0,150.0,262,69.0,364.0,1193.0,0.2857142857142857,80.0
15464,DDD,2014J,528535,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,90,N,Withdrawn,-135.0,199.0,262,34.0,92.0,304.0,0.5714285714285714,65.5
15465,DDD,2014J,529789,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,-88.0,12.0,262,8.0,12.0,25.0,0.14285714285714285,65.0
15466,DDD,2014J,531646,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-59.0,262.0,262,76.0,290.0,584.0,1.0,55.714285714285715
15467,DDD,2014J,532236,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-22.0,262.0,262,42.0,185.0,328.0,1.0,76.14285714285714
15468,DDD,2014J,534827,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,-73.0,5.0,262,10.0,61.0,178.0,0.0,0.0
15469,DDD,2014J,535220,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,-163.0,262.0,262,71.0,206.0,575.0,1.0,48.285714285714285
15470,DDD,2014J,535351,M,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,-59.0,262.0,262,4.0,15.0,30.0,0.0,0.0
15471,DDD,2014J,536296,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-113.0,262.0,262,95.0,450.0,1054.0,1.0,67.42857142857143
15472,DDD,2014J,536736,M,London Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,-81.0,12.0,262,1.0,1.0,1.0,0.0,0.0
15473,DDD,2014J,537463,F,Wales,Lower Than A Level,50-60%,35-55,0,150,Y,Withdrawn,-72.0,32.0,262,13.0,71.0,204.0,0.14285714285714285,60.0
15474,DDD,2014J,537577,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,-25.0,262.0,262,79.0,412.0,725.0,1.0,72.85714285714286
15475,DDD,2014J,540821,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-73.0,262.0,262,82.0,539.0,1762.0,1.0,60.714285714285715
15476,DDD,2014J,540885,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn,-121.0,3.0,262,0.0,0.0,0.0,0.0,0.0
15477,DDD,2014J,543478,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,-39.0,262.0,262,59.0,318.0,497.0,1.0,54.857142857142854
15478,DDD,2014J,543976,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,120,N,Withdrawn,-151.0,47.0,262,12.0,24.0,54.0,0.42857142857142855,76.33333333333333
15479,DDD,2014J,544612,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-162.0,110.0,262,55.0,342.0,1133.0,0.42857142857142855,51.666666666666664
15480,DDD,2014J,545127,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-27.0,12.0,262,1.0,2.0,5.0,0.0,0.0
15481,DDD,2014J,545752,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-22.0,262.0,262,41.0,208.0,423.0,1.0,65.14285714285714
15482,DDD,2014J,546299,M,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-24.0,262.0,262,49.0,173.0,272.0,1.0,42.285714285714285
15483,DDD,2014J,546773,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-49.0,262.0,262,24.0,162.0,490.0,0.42857142857142855,56.666666666666664
15484,DDD,2014J,547464,F,South West Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,-94.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15485,DDD,2014J,547786,M,Scotland,HE Qualification,90-100%,0-35,1,120,N,Fail,-30.0,262.0,262,1.0,1.0,2.0,0.5714285714285714,55.25
15486,DDD,2014J,548851,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-109.0,12.0,262,1.0,10.0,16.0,0.0,0.0
15487,DDD,2014J,549337,M,Ireland,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,-130.0,262.0,262,0.0,0.0,0.0,0.0,0.0
15488,DDD,2014J,549626,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-38.0,237.0,262,50.0,218.0,372.0,0.5714285714285714,92.5
15489,DDD,2014J,550142,F,South East Region,A Level or Equivalent,40-50%,0-35,2,60,N,Fail,-109.0,262.0,262,45.0,142.0,401.0,0.42857142857142855,66.66666666666667
15490,DDD,2014J,550358,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-67.0,262.0,262,24.0,151.0,275.0,1.0,47.0
15491,DDD,2014J,550380,M,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,-128.0,262.0,262,65.0,273.0,536.0,0.7142857142857143,63.2
15492,DDD,2014J,551332,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-136.0,112.0,262,22.0,115.0,308.0,0.2857142857142857,75.0
15493,DDD,2014J,551440,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-88.0,262.0,262,8.0,53.0,74.0,0.2857142857142857,82.5
15494,DDD,2014J,551595,M,North Western Region,Lower Than A Level,0-10%,0-35,0,220,N,Withdrawn,-45.0,12.0,262,19.0,68.0,148.0,0.2857142857142857,37.5
15495,DDD,2014J,552114,F,South West Region,Lower Than A Level,50-60%,0-35,1,120,N,Fail,-67.0,262.0,262,87.0,314.0,852.0,0.8571428571428571,63.333333333333336
15497,DDD,2014J,553367,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-36.0,262.0,262,128.0,644.0,1283.0,1.0,69.71428571428571
15498,DDD,2014J,553576,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,-156.0,53.0,262,13.0,42.0,92.0,0.0,0.0
15499,DDD,2014J,554215,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,Y,Withdrawn,-72.0,3.0,262,2.0,15.0,24.0,0.0,0.0
15500,DDD,2014J,554746,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-113.0,262.0,262,64.0,192.0,468.0,1.0,65.0
15501,DDD,2014J,554885,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,90,N,Withdrawn,-27.0,12.0,262,9.0,29.0,47.0,0.0,0.0
15502,DDD,2014J,555132,M,South Region,A Level or Equivalent,40-50%,0-35,1,90,N,Withdrawn,-21.0,109.0,262,19.0,134.0,343.0,0.42857142857142855,64.33333333333333
15503,DDD,2014J,555989,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-24.0,262.0,262,48.0,253.0,447.0,1.0,91.28571428571429
15504,DDD,2014J,556007,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,90,N,Fail,-22.0,262.0,262,3.0,9.0,30.0,0.0,0.0
15505,DDD,2014J,556374,M,Wales,Lower Than A Level,80-90%,35-55,1,60,N,Fail,-29.0,262.0,262,24.0,80.0,240.0,1.0,44.714285714285715
15506,DDD,2014J,556514,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-45.0,262.0,262,131.0,770.0,1595.0,1.0,92.0
15507,DDD,2014J,557083,F,North Western Region,Lower Than A Level,10-20,0-35,1,120,Y,Withdrawn,-156.0,262.0,262,11.0,27.0,89.0,0.0,0.0
15508,DDD,2014J,557237,M,Scotland,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass,-99.0,262.0,262,133.0,569.0,1192.0,1.0,64.28571428571429
15510,DDD,2014J,557474,M,London Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,-12.0,193.0,262,16.0,60.0,202.0,0.7142857142857143,64.2
15511,DDD,2014J,559447,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-56.0,262.0,262,154.0,912.0,1973.0,1.0,69.57142857142857
15512,DDD,2014J,559707,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-67.0,262.0,262,38.0,177.0,301.0,1.0,46.0
15513,DDD,2014J,559852,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-144.0,262.0,262,126.0,549.0,1051.0,1.0,88.85714285714286
15514,DDD,2014J,560301,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-23.0,262.0,262,57.0,225.0,393.0,1.0,66.14285714285714
